Hope Scale Score,Predicted Hope Scale Score,id,With Intervention,Impact Type
48.0,48.0,15,Observed,Owns a car?
50.0,50.0,16,Observed,Owns a car?
46.0,46.0,17,Observed,Owns a car?
39.0,39.0,18,Observed,Owns a car?
37.0,37.0,19,Observed,Owns a car?
14.0,14.0,20,Observed,Owns a car?
19.0,19.0,21,Observed,Owns a car?
47.0,47.0,22,Observed,Owns a car?
43.0,43.0,23,Observed,Owns a car?
20.0,20.0,24,Observed,Owns a car?
37.0,37.0,25,Observed,Owns a car?
54.0,54.0,26,Observed,Owns a car?
45.0,45.0,27,Observed,Owns a car?
31.0,31.0,28,Observed,Owns a car?
22.0,22.0,29,Observed,Owns a car?
50.0,50.0,30,Observed,Owns a car?
24.0,24.0,31,Observed,Owns a car?
58.0,58.0,32,Observed,Owns a car?
47.0,47.0,33,Observed,Owns a car?
56.0,56.0,34,Observed,Owns a car?
27.0,27.0,35,Observed,Owns a car?
24.0,24.0,36,Observed,Owns a car?
27.0,27.0,37,Observed,Owns a car?
51.0,51.0,38,Observed,Owns a car?
43.0,43.0,39,Observed,Owns a car?
26.0,26.0,40,Observed,Owns a car?
27.0,27.0,41,Observed,Owns a car?
48.0,48.0,42,Observed,Owns a car?
52.0,52.0,43,Observed,Owns a car?
38.0,38.0,44,Observed,Owns a car?
37.0,37.0,45,Observed,Owns a car?
56.0,56.0,46,Observed,Owns a car?
35.0,35.0,47,Observed,Owns a car?
53.0,53.0,48,Observed,Owns a car?
32.0,32.0,49,Observed,Owns a car?
46.0,46.0,50,Observed,Owns a car?
45.0,45.0,51,Observed,Owns a car?
50.0,50.0,52,Observed,Owns a car?
46.0,46.0,53,Observed,Owns a car?
41.0,41.0,54,Observed,Owns a car?
17.0,17.0,55,Observed,Owns a car?
38.0,38.0,56,Observed,Owns a car?
35.0,35.0,57,Observed,Owns a car?
38.0,38.0,58,Observed,Owns a car?
14.0,14.0,59,Observed,Owns a car?
39.0,39.0,60,Observed,Owns a car?
63.0,63.0,61,Observed,Owns a car?
17.0,17.0,62,Observed,Owns a car?
40.0,40.0,63,Observed,Owns a car?
33.0,33.0,64,Observed,Owns a car?
22.0,22.0,65,Observed,Owns a car?
37.0,37.0,66,Observed,Owns a car?
56.0,56.0,67,Observed,Owns a car?
49.0,49.0,68,Observed,Owns a car?
25.0,25.0,69,Observed,Owns a car?
43.0,43.0,70,Observed,Owns a car?
36.0,36.0,71,Observed,Owns a car?
29.0,29.0,72,Observed,Owns a car?
48.0,48.0,73,Observed,Owns a car?
54.0,54.0,74,Observed,Owns a car?
33.0,33.0,75,Observed,Owns a car?
34.0,34.0,76,Observed,Owns a car?
37.0,37.0,77,Observed,Owns a car?
53.0,53.0,78,Observed,Owns a car?
44.0,44.0,79,Observed,Owns a car?
52.0,52.0,80,Observed,Owns a car?
43.0,43.0,81,Observed,Owns a car?
13.0,13.0,82,Observed,Owns a car?
51.0,51.0,83,Observed,Owns a car?
18.0,18.0,84,Observed,Owns a car?
27.0,27.0,85,Observed,Owns a car?
55.0,55.0,86,Observed,Owns a car?
54.0,54.0,87,Observed,Owns a car?
27.0,27.0,88,Observed,Owns a car?
40.0,40.0,89,Observed,Owns a car?
55.0,55.0,90,Observed,Owns a car?
64.0,64.0,91,Observed,Owns a car?
34.0,34.0,92,Observed,Owns a car?
37.0,37.0,93,Observed,Owns a car?
54.0,54.0,94,Observed,Owns a car?
27.0,27.0,95,Observed,Owns a car?
20.0,20.0,96,Observed,Owns a car?
20.0,20.0,97,Observed,Owns a car?
34.0,34.0,98,Observed,Owns a car?
47.0,47.0,99,Observed,Owns a car?
21.0,21.0,100,Observed,Owns a car?
38.0,38.0,101,Observed,Owns a car?
24.0,24.0,102,Observed,Owns a car?
45.0,45.0,103,Observed,Owns a car?
20.0,20.0,104,Observed,Owns a car?
19.0,19.0,105,Observed,Owns a car?
35.0,35.0,106,Observed,Owns a car?
43.0,43.0,107,Observed,Owns a car?
35.0,35.0,108,Observed,Owns a car?
31.0,31.0,109,Observed,Owns a car?
60.0,60.0,110,Observed,Owns a car?
28.0,28.0,111,Observed,Owns a car?
43.0,43.0,112,Observed,Owns a car?
20.0,20.0,113,Observed,Owns a car?
36.0,36.0,114,Observed,Owns a car?
44.0,44.0,115,Observed,Owns a car?
39.0,39.0,116,Observed,Owns a car?
31.0,31.0,117,Observed,Owns a car?
52.0,52.0,118,Observed,Owns a car?
18.0,18.0,119,Observed,Owns a car?
45.0,45.0,120,Observed,Owns a car?
44.0,44.0,121,Observed,Owns a car?
40.0,40.0,122,Observed,Owns a car?
34.0,34.0,123,Observed,Owns a car?
28.0,28.0,124,Observed,Owns a car?
48.0,48.0,125,Observed,Owns a car?
25.0,25.0,126,Observed,Owns a car?
27.0,27.0,127,Observed,Owns a car?
29.0,29.0,128,Observed,Owns a car?
34.0,34.0,129,Observed,Owns a car?
29.0,29.0,130,Observed,Owns a car?
48.0,48.0,131,Observed,Owns a car?
38.0,38.0,132,Observed,Owns a car?
52.0,52.0,133,Observed,Owns a car?
46.0,46.0,134,Observed,Owns a car?
44.0,44.0,135,Observed,Owns a car?
51.0,51.0,136,Observed,Owns a car?
60.0,60.0,137,Observed,Owns a car?
34.0,34.0,138,Observed,Owns a car?
48.0,48.0,139,Observed,Owns a car?
30.0,30.0,140,Observed,Owns a car?
22.0,22.0,141,Observed,Owns a car?
21.0,21.0,142,Observed,Owns a car?
42.0,42.0,143,Observed,Owns a car?
48.0,48.0,144,Observed,Owns a car?
24.0,24.0,145,Observed,Owns a car?
40.0,40.0,146,Observed,Owns a car?
41.0,41.0,147,Observed,Owns a car?
53.0,53.0,148,Observed,Owns a car?
34.0,34.0,149,Observed,Owns a car?
18.0,18.0,150,Observed,Owns a car?
57.0,57.0,151,Observed,Owns a car?
39.0,39.0,152,Observed,Owns a car?
46.0,46.0,153,Observed,Owns a car?
36.0,36.0,154,Observed,Owns a car?
33.0,33.0,155,Observed,Owns a car?
33.0,33.0,156,Observed,Owns a car?
47.0,47.0,157,Observed,Owns a car?
31.0,31.0,158,Observed,Owns a car?
47.0,47.0,159,Observed,Owns a car?
22.0,22.0,160,Observed,Owns a car?
32.0,32.0,161,Observed,Owns a car?
53.0,53.0,162,Observed,Owns a car?
40.0,40.0,163,Observed,Owns a car?
34.0,34.0,164,Observed,Owns a car?
40.0,40.0,165,Observed,Owns a car?
37.0,37.0,166,Observed,Owns a car?
47.0,47.0,167,Observed,Owns a car?
19.0,19.0,168,Observed,Owns a car?
35.0,35.0,169,Observed,Owns a car?
44.0,44.0,170,Observed,Owns a car?
10.0,10.0,171,Observed,Owns a car?
27.0,27.0,172,Observed,Owns a car?
63.0,63.0,173,Observed,Owns a car?
50.0,50.0,174,Observed,Owns a car?
33.0,33.0,175,Observed,Owns a car?
31.0,27.734351922587216,0,Predicted,Owns a car?
33.0,30.112506204444507,1,Predicted,Owns a car?
20.0,21.08894259335436,2,Predicted,Owns a car?
48.0,35.51835097128637,3,Predicted,Owns a car?
15.0,26.21108258368197,4,Predicted,Owns a car?
30.0,39.604031535174734,5,Predicted,Owns a car?
23.0,47.97840374272445,6,Predicted,Owns a car?
36.0,33.80047776725734,7,Predicted,Owns a car?
13.0,24.553006826803628,8,Predicted,Owns a car?
40.0,38.26208090439734,9,Predicted,Owns a car?
50.0,35.779957556795786,10,Predicted,Owns a car?
47.0,46.85257890146194,11,Predicted,Owns a car?
20.0,25.934544079526784,12,Predicted,Owns a car?
41.0,45.84356528437576,13,Predicted,Owns a car?
44.0,42.34944427284072,14,Predicted,Owns a car?
48.0,46.59382314224057,15,Predicted,Owns a car?
50.0,48.28506391829669,16,Predicted,Owns a car?
46.0,44.39148164889429,17,Predicted,Owns a car?
39.0,41.26464563523015,18,Predicted,Owns a car?
37.0,41.004888259524535,19,Predicted,Owns a car?
14.0,20.031391528851426,20,Predicted,Owns a car?
19.0,35.1656062891357,21,Predicted,Owns a car?
47.0,45.227820403895116,22,Predicted,Owns a car?
43.0,44.14311289995648,23,Predicted,Owns a car?
20.0,37.54116230013552,24,Predicted,Owns a car?
37.0,44.5499223146903,25,Predicted,Owns a car?
54.0,42.49232640484453,26,Predicted,Owns a car?
45.0,46.19223936927658,27,Predicted,Owns a car?
31.0,40.704279166039704,28,Predicted,Owns a car?
22.0,46.57318487721255,29,Predicted,Owns a car?
50.0,46.69776971427398,30,Predicted,Owns a car?
24.0,39.82058607446878,31,Predicted,Owns a car?
58.0,51.19484097164397,32,Predicted,Owns a car?
47.0,49.27958357691903,33,Predicted,Owns a car?
56.0,39.85343575824064,34,Predicted,Owns a car?
27.0,29.09713594354739,35,Predicted,Owns a car?
24.0,39.503111771717904,36,Predicted,Owns a car?
27.0,46.10673576461064,37,Predicted,Owns a car?
51.0,46.00834266457844,38,Predicted,Owns a car?
43.0,36.19833215235782,39,Predicted,Owns a car?
26.0,28.78342827508156,40,Predicted,Owns a car?
27.0,28.117201426024952,41,Predicted,Owns a car?
48.0,45.484938494836555,42,Predicted,Owns a car?
52.0,47.88281857912306,43,Predicted,Owns a car?
38.0,46.17365584859155,44,Predicted,Owns a car?
37.0,38.91330159780005,45,Predicted,Owns a car?
56.0,46.50082130424504,46,Predicted,Owns a car?
35.0,35.92535603218012,47,Predicted,Owns a car?
53.0,39.990124707158664,48,Predicted,Owns a car?
32.0,30.89745289831607,49,Predicted,Owns a car?
46.0,33.87719582618964,50,Predicted,Owns a car?
45.0,35.45951551059081,51,Predicted,Owns a car?
50.0,48.893791047655114,52,Predicted,Owns a car?
46.0,44.280715426135934,53,Predicted,Owns a car?
41.0,40.05717551682272,54,Predicted,Owns a car?
17.0,25.089403080579558,55,Predicted,Owns a car?
38.0,43.59365300476373,56,Predicted,Owns a car?
35.0,34.49878989164867,57,Predicted,Owns a car?
38.0,37.079473432501544,58,Predicted,Owns a car?
14.0,22.840679092149685,59,Predicted,Owns a car?
39.0,43.97232384543059,60,Predicted,Owns a car?
63.0,46.473378540651204,61,Predicted,Owns a car?
17.0,37.643037498316495,62,Predicted,Owns a car?
40.0,43.58264931594505,63,Predicted,Owns a car?
33.0,39.43154456380079,64,Predicted,Owns a car?
22.0,24.632949403537644,65,Predicted,Owns a car?
37.0,37.34574130703373,66,Predicted,Owns a car?
56.0,44.70420425824191,67,Predicted,Owns a car?
49.0,35.22819709249985,68,Predicted,Owns a car?
25.0,32.39728890814406,69,Predicted,Owns a car?
43.0,45.97494474984338,70,Predicted,Owns a car?
36.0,38.60062081157204,71,Predicted,Owns a car?
29.0,44.271365355198895,72,Predicted,Owns a car?
48.0,44.837186756864845,73,Predicted,Owns a car?
54.0,47.35332789964025,74,Predicted,Owns a car?
33.0,33.27746258557185,75,Predicted,Owns a car?
34.0,37.920658804661606,76,Predicted,Owns a car?
37.0,34.985245978031536,77,Predicted,Owns a car?
53.0,48.78634040318102,78,Predicted,Owns a car?
44.0,43.6663344511596,79,Predicted,Owns a car?
52.0,48.33166805473868,80,Predicted,Owns a car?
43.0,46.74823743621692,81,Predicted,Owns a car?
13.0,21.686168762906735,82,Predicted,Owns a car?
51.0,46.35798347412796,83,Predicted,Owns a car?
18.0,23.645687972158566,84,Predicted,Owns a car?
27.0,41.84415902853596,85,Predicted,Owns a car?
55.0,38.03292576660041,86,Predicted,Owns a car?
54.0,38.86423211292992,87,Predicted,Owns a car?
27.0,30.791912565607127,88,Predicted,Owns a car?
40.0,32.24401181905311,89,Predicted,Owns a car?
55.0,46.63000009880918,90,Predicted,Owns a car?
64.0,50.98195584608629,91,Predicted,Owns a car?
34.0,35.67409709476326,92,Predicted,Owns a car?
37.0,37.09038184813145,93,Predicted,Owns a car?
54.0,52.24853862521266,94,Predicted,Owns a car?
27.0,33.81755263061386,95,Predicted,Owns a car?
20.0,23.005774320747587,96,Predicted,Owns a car?
20.0,31.74189245179957,97,Predicted,Owns a car?
34.0,40.38696480722776,98,Predicted,Owns a car?
47.0,33.700844912306344,99,Predicted,Owns a car?
21.0,27.061319755704783,100,Predicted,Owns a car?
38.0,40.27698535326081,101,Predicted,Owns a car?
24.0,38.26633057583836,102,Predicted,Owns a car?
45.0,44.980067083641664,103,Predicted,Owns a car?
20.0,23.233824672059967,104,Predicted,Owns a car?
19.0,23.83933023042806,105,Predicted,Owns a car?
35.0,35.43366211747786,106,Predicted,Owns a car?
43.0,35.355232490869795,107,Predicted,Owns a car?
35.0,27.672998492326226,108,Predicted,Owns a car?
31.0,36.63469310824084,109,Predicted,Owns a car?
60.0,46.27263871930603,110,Predicted,Owns a car?
28.0,39.25139798803359,111,Predicted,Owns a car?
43.0,39.42318412229446,112,Predicted,Owns a car?
20.0,20.538583178556443,113,Predicted,Owns a car?
36.0,37.54352268784717,114,Predicted,Owns a car?
44.0,33.91958170897775,115,Predicted,Owns a car?
39.0,47.10501623745454,116,Predicted,Owns a car?
31.0,38.399442150520684,117,Predicted,Owns a car?
52.0,44.084286763634104,118,Predicted,Owns a car?
18.0,28.728975970553513,119,Predicted,Owns a car?
45.0,41.26268096170945,120,Predicted,Owns a car?
44.0,44.96442603257089,121,Predicted,Owns a car?
40.0,46.45054853489668,122,Predicted,Owns a car?
34.0,29.186617304264367,123,Predicted,Owns a car?
28.0,40.74648039530629,124,Predicted,Owns a car?
48.0,43.68869761350081,125,Predicted,Owns a car?
25.0,34.00538954048114,126,Predicted,Owns a car?
27.0,29.09713594354739,127,Predicted,Owns a car?
29.0,37.737812583519194,128,Predicted,Owns a car?
34.0,42.23499375696181,129,Predicted,Owns a car?
29.0,41.34195592501652,130,Predicted,Owns a car?
48.0,46.818146191617814,131,Predicted,Owns a car?
38.0,34.5249901613538,132,Predicted,Owns a car?
52.0,42.588867341808516,133,Predicted,Owns a car?
46.0,43.04435472548574,134,Predicted,Owns a car?
44.0,46.20626514013904,135,Predicted,Owns a car?
51.0,44.68511675997003,136,Predicted,Owns a car?
60.0,38.424751718869366,137,Predicted,Owns a car?
34.0,35.19631636171289,138,Predicted,Owns a car?
48.0,43.76628166370375,139,Predicted,Owns a car?
30.0,31.44806610858661,140,Predicted,Owns a car?
22.0,34.1040887194288,141,Predicted,Owns a car?
21.0,22.274784395640015,142,Predicted,Owns a car?
42.0,50.20514740327512,143,Predicted,Owns a car?
48.0,37.59118123934246,144,Predicted,Owns a car?
24.0,30.262820424362765,145,Predicted,Owns a car?
40.0,44.56802281886105,146,Predicted,Owns a car?
41.0,36.56087122881735,147,Predicted,Owns a car?
53.0,47.49025897852706,148,Predicted,Owns a car?
34.0,33.51899452242021,149,Predicted,Owns a car?
18.0,32.42784525059918,150,Predicted,Owns a car?
57.0,49.146030580595806,151,Predicted,Owns a car?
39.0,41.52990541920465,152,Predicted,Owns a car?
46.0,43.868340204099916,153,Predicted,Owns a car?
36.0,37.84567309833338,154,Predicted,Owns a car?
33.0,30.868902264089453,155,Predicted,Owns a car?
33.0,35.35494663584038,156,Predicted,Owns a car?
47.0,38.64625467358384,157,Predicted,Owns a car?
31.0,48.90564424388136,158,Predicted,Owns a car?
47.0,46.64762716317591,159,Predicted,Owns a car?
22.0,29.43347339907823,160,Predicted,Owns a car?
32.0,49.328198525369935,161,Predicted,Owns a car?
53.0,46.596425722032365,162,Predicted,Owns a car?
40.0,34.847489161269806,163,Predicted,Owns a car?
34.0,39.901114621399145,164,Predicted,Owns a car?
40.0,43.33862224820496,165,Predicted,Owns a car?
37.0,35.90657200274863,166,Predicted,Owns a car?
47.0,37.247168025387424,167,Predicted,Owns a car?
19.0,22.249842670698296,168,Predicted,Owns a car?
35.0,35.516470836726526,169,Predicted,Owns a car?
44.0,39.41709048064768,170,Predicted,Owns a car?
10.0,18.07852213146331,171,Predicted,Owns a car?
27.0,29.09713594354739,172,Predicted,Owns a car?
63.0,39.752228163992875,173,Predicted,Owns a car?
50.0,44.5877653564017,174,Predicted,Owns a car?
33.0,41.0342785263625,175,Predicted,Owns a car?
